"gene","log2FC","pvalue","padj","pct.1","pct.2"
"Rgs10",-2.03276846455885,1.31846996477659e-297,2.68611885923934e-293,0.208,0.426
"Tgm2",2.16320957444416,1.80347493857841e-294,3.6742194923658e-290,0.39,0.168
"Ddit4",2.32012588470174,1.40261952630981e-290,2.85755676095098e-286,0.292,0.087
"Marcks",-1.08087688822206,1.80095560445656e-289,3.66908685295934e-285,0.567,0.718
"Lrg1",1.85281314069433,1.78286729054236e-280,3.63223553102195e-276,0.218,0.04
"Irak3",2.00272625088504,3.26542547487677e-280,6.65265131996644e-276,0.309,0.101
"Fxyd2",-3.36235245974615,6.53478314150421e-271,1.33133136941865e-266,0.043,0.217
"Ctsh",-1.81121523781853,3.23789577857694e-268,6.59656506969481e-264,0.27,0.468
"Unc93b1",-1.96747392122879,5.55546702062932e-265,1.13181529611281e-260,0.23,0.432
"Gm12840",2.67027868931453,1.34283578173447e-262,2.73575933812764e-258,0.352,0.149
"Ltc4s",-2.94786450701338,9.59886288694283e-262,1.95557633595686e-257,0.067,0.25
"Angptl4",2.48844439848264,2.64525236334151e-260,5.38917263983566e-256,0.238,0.06
"Fpr1",4.48880131568085,2.38900306198886e-259,4.8671159381899e-255,0.136,0.007
"Ptpn18",-1.46720819116181,4.47423588196487e-259,9.11536076232704e-255,0.286,0.495
"Cd83",-2.12858447891122,5.10016523968266e-259,1.03905666428055e-254,0.12,0.324
"Map3k6",2.1987728820452,7.20576475548269e-259,1.46803045363449e-254,0.228,0.053
"C1qc",-1.56569898322011,1.7489831464842e-252,3.56320336433227e-248,0.315,0.516
"Gatm",-3.28359906812362,6.64009078161672e-252,1.35278569493877e-247,0.039,0.201
"Timp4",2.63831252722879,1.16062665031111e-242,2.36454467467883e-238,0.3,0.116
"Slc43a3",1.45354186629846,3.8037893689482e-241,7.74946008135816e-237,0.468,0.266
"Folr2",-2.90359508061289,1.45231730795763e-240,2.95880605150207e-236,0.102,0.285
"Fcgrt",-1.51956198632482,3.39117508998893e-240,6.90884101083444e-236,0.391,0.564
"Mt1",1.0724880733293,7.80656158393579e-240,1.59043079149524e-235,0.864,0.708
"Spock2",3.21041973387744,1.53240149636594e-237,3.12196156854633e-233,0.164,0.024
"Ckb",-1.24252388605012,9.0595560359139e-237,1.84570335119674e-232,0.336,0.536
"Cx3cr1",-1.33608696857089,9.28729390327716e-237,1.89210038691466e-232,0.057,0.228
"Ctsc",-1.78662437030631,8.85716351772247e-235,1.8044699234656e-230,0.285,0.465
"Cd48",-2.12414757083205,1.34938982336366e-223,2.74911188713878e-219,0.113,0.291
"Laptm5",-1.37550947300096,1.41573708975351e-219,2.88428117295482e-215,0.269,0.458
"Lilra5",-2.94599046288974,2.68181452045642e-219,5.46366072252587e-215,0.04,0.188
"Zbp1",1.66070493294424,6.04932326753121e-219,1.23242862929413e-214,0.288,0.104
"Stab1",-1.93536604847577,6.23964878777455e-219,1.27120364753331e-214,0.225,0.416
"Pepd",-2.31295568348868,1.45883979726885e-218,2.97209431897582e-214,0.123,0.3
"Dbp",-2.89914228714084,1.21334511745351e-216,2.47194800778804e-212,0.043,0.193
"Hspb1",1.14702391273425,2.61451306959951e-215,5.32654747669508e-211,0.652,0.465
"C1qb",-1.2067278661416,3.66039001548447e-213,7.45731257854652e-209,0.425,0.61
"Clec12a",-2.67203334543395,5.20498300127489e-211,1.06041118684973e-206,0.051,0.203
"Cybb",-1.67652169907827,2.70545919993792e-210,5.51183202803352e-206,0.189,0.374
"C3",1.73856116355807,1.04498377069891e-209,2.1289454360449e-205,0.344,0.152
"Gda",1.27529609732531,3.18186448202575e-208,6.48241250923106e-204,0.359,0.164
"Fam107a",4.29090294970183,2.62204195477807e-207,5.34188607446936e-203,0.126,0.012
"Tgfbi",-1.10182141210609,2.75823182617734e-206,5.6193456994711e-202,0.222,0.424
"Thrsp",2.78893224847175,6.73857919689014e-204,1.37285073978243e-199,0.229,0.076
"Hacd4",-2.02765582691648,1.10780216691612e-203,2.25692535465822e-199,0.089,0.255
"Timd4",-4.38728587574636,1.65932508424234e-203,3.38054299412691e-199,0.011,0.127
"Sod2",1.40211697613701,1.72212667167393e-203,3.5084886682013e-199,0.606,0.462
"Galnt15",1.61767679307934,9.47076896297018e-199,1.92947976082591e-194,0.278,0.106
"Bank1",-3.60536043238705,1.01316379045075e-197,2.06411859028531e-193,0.013,0.129
"Snx5",-1.4873362787792,3.28551288373364e-197,6.69357539803055e-193,0.261,0.434
"Mtss1",-1.76513497683318,3.85580860600063e-196,7.85543887300508e-192,0.165,0.343
"Lsp1",-1.48891405466946,6.14763823032248e-195,1.2524583366636e-190,0.259,0.435
"Fmo2",2.03051929744363,9.78656862799862e-195,1.99381762658216e-190,0.29,0.119
"Ctla2a",1.77164418250424,8.54848604141163e-194,1.74158306121679e-189,0.409,0.224
"Maf",-1.67503935492516,9.31875490191215e-192,1.89850993616656e-187,0.217,0.391
"Ephx1",-1.63543099371937,2.30328345313361e-191,4.6924793790691e-187,0.114,0.285
"Lpl",2.01430951616808,3.14239241413853e-190,6.40199606532443e-186,0.606,0.473
"Lbp",2.52274070363406,1.24113636768226e-189,2.52856712187907e-185,0.243,0.089
"Timp1",2.84253248857606,5.97630301835176e-189,1.2175522139288e-184,0.222,0.074
"Trem2",-2.25354201826729,2.52272597273224e-187,5.1395496242474e-183,0.067,0.215
"Fpr2",2.7413050780045,3.75527375897642e-186,7.65061922916265e-182,0.127,0.017
"Tinagl1",2.08454088589866,3.9401780844308e-186,8.02732481141086e-182,0.312,0.148
"Dab2",-1.52033377290455,4.09191404306013e-185,8.3364564799264e-181,0.303,0.47
"Pea15a",-1.06874852904603,1.44282930493944e-180,2.93947614295312e-176,0.281,0.461
"Depp1",2.3602213116311,1.39161619582944e-179,2.83513967576332e-175,0.208,0.067
"Gm2a",-1.62189280044196,1.4646943534898e-179,2.98402180636476e-175,0.178,0.348
"Ccnd1",-1.28715018069342,7.32941303417842e-176,1.49322131745317e-171,0.2,0.377
"Bmyc",-1.52004769134859,1.52497408347155e-174,3.10682970025659e-170,0.126,0.288
"Fas",1.59423481541379,3.01712303886991e-174,6.14678476708966e-170,0.328,0.161
"Gpihbp1",1.818348210829,4.12726858768149e-174,8.4084842936835e-170,0.386,0.221
"Otulinl",-2.21831512465017,1.12230632896543e-173,2.28647468400127e-169,0.059,0.195
"Ptpro",-2.61110418429026,6.90318840673251e-173,1.40638657410361e-168,0.038,0.164
"Nr1d1",-1.33409450766961,7.16211023747911e-171,1.45913671868162e-166,0.207,0.382
"Cfb",3.08169783387459,9.478161160743e-171,1.93098577327817e-166,0.142,0.028
"Slc9a9",-2.83772375699749,1.48263013831154e-164,3.0205623807821e-160,0.033,0.15
"Qsox1",1.50634075363557,3.85118915482488e-164,7.84602766512472e-160,0.322,0.158
"Lair1",-2.20648947252651,6.80962445136e-163,1.38732478947557e-158,0.066,0.2
"Bnip3",1.75760968554575,1.49178284611412e-162,3.03920919238829e-158,0.252,0.103
"Rab3il1",-1.79369832212126,2.69943469357919e-162,5.49955830122889e-158,0.127,0.278
"Lmo2",-1.53921049513107,9.61066341029432e-162,1.95798045657926e-157,0.16,0.317
"Adgre1",-1.50720740494553,2.14908080030162e-161,4.37832231445448e-157,0.143,0.303
"Lox",2.16645226651552,1.10069950884695e-160,2.24245510937389e-156,0.188,0.059
"Sult1a1",1.82112374163413,8.34612601885524e-159,1.70035625382138e-154,0.369,0.217
"Ccl6",-1.19452767459441,1.43084389296624e-158,2.91505826314013e-154,0.177,0.343
"Ptprc",-1.40827680185883,4.71587256825872e-158,9.60764718331349e-154,0.211,0.376
"Ctss",-1.09306314838593,6.65270146360163e-158,1.35535486917956e-153,0.273,0.44
"Abca9",-1.95122228435997,5.77911544235532e-156,1.17737918907105e-151,0.089,0.229
"Ifit3",1.69505463975645,9.22429815533692e-156,1.87926626318679e-151,0.262,0.114
"Ms4a7",-1.78904666914249,4.83238565877436e-155,9.84501930262101e-151,0.135,0.286
"Ehd4",-1.28259148847258,1.37400131875016e-154,2.7992528866897e-150,0.304,0.453
"Pim3",1.25511383876787,4.79258757421495e-152,9.76393866494812e-148,0.502,0.343
"Hexb",-1.41672340052028,1.03473654023616e-151,2.10806875342312e-147,0.228,0.381
"Clec10a",-3.94723742901968,1.82938124994106e-150,3.72699842050492e-146,0.014,0.108
"Col14a1",-2.2281322369075,2.24229828256956e-150,4.56823429107897e-146,0.086,0.219
"Mustn1",1.29746446572416,1.83777544331013e-149,3.74409991065573e-145,0.232,0.092
"Ctsb",-1.01826524147088,4.80620902435691e-149,9.79168964532233e-145,0.689,0.763
"Arhgap18",-1.42281699852498,6.40861563019193e-149,1.305627262339e-144,0.147,0.299
"Wfdc21",2.69216841406222,3.10157254763553e-146,6.31883375129786e-142,0.135,0.03
"Man2b1",-1.4532326835318,4.17180583696599e-146,8.49922003165081e-142,0.237,0.386
"Cldn15",3.06946473111464,6.00579046244418e-146,1.22355969091375e-141,0.102,0.014
"Asah1",-1.1768559084567,5.97580438713314e-145,1.21745062779063e-140,0.264,0.412
"St8sia4",-1.4956298091211,2.89256785771192e-142,5.89302849651649e-138,0.115,0.258
"Hsph1",1.649594111079,2.30727352225802e-141,4.70060834689625e-137,0.292,0.145
"Cd300c2",-1.54461538178235,6.65269030459422e-141,1.35535259575498e-136,0.132,0.275
"Hp",1.98796469496736,1.76521562620069e-140,3.59627379525867e-136,0.163,0.048
"Cd59a",1.78870166335179,2.57430013698594e-140,5.24462166908145e-136,0.222,0.092
"Osmr",1.20503672344842,2.73107566043673e-140,5.56402044300774e-136,0.29,0.139
"Xaf1",1.11676391195744,5.1395969739071e-140,1.04709009149409e-135,0.392,0.225
"Hpgds",-1.92689062618723,9.91253593936535e-140,2.0194809469269e-135,0.08,0.207
"Mmp19",2.27879540114682,3.08417064365096e-139,6.28338085231009e-135,0.137,0.034
"Il1rn",1.59982442733259,3.86842430540291e-139,7.88114083739734e-135,0.156,0.045
"Evi2a",-1.62447509150551,3.58419353476752e-138,7.30207748838187e-134,0.119,0.256
"Ttll7",2.33725433948472,7.08129114751163e-135,1.44267144548254e-130,0.156,0.048
"Por",1.14807842174126,7.12269618609531e-135,1.4511068939932e-130,0.314,0.162
"Pltp",-1.31080191233801,2.76846623213506e-134,5.64019625472876e-130,0.265,0.414
"Rnaset2a",-1.00114737946344,5.18784125029909e-134,1.05691889792343e-129,0.297,0.438
"Wwp1",-1.67935564895895,6.05728886596434e-134,1.23405146066292e-129,0.2,0.338
"Gltp",-1.3415200505319,2.35611503953077e-132,4.80011317003603e-128,0.181,0.321
"Ccl19",2.74684603284073,1.00148483238126e-131,2.04032504901034e-127,0.186,0.07
"Pdk4",2.52078299960304,5.48672120063251e-131,1.11780971020486e-126,0.111,0.022
"Acp5",2.76820054884463,8.03473235926014e-131,1.63691602355207e-126,0.151,0.047
"Ikbke",2.8920141778275,3.10550551271973e-130,6.3268463810639e-126,0.104,0.019
"Fam129a",-1.27968198289466,1.52228968274209e-127,3.10136077065046e-123,0.179,0.32
"Gm34084",-2.97836739426671,5.01445035317986e-127,1.02159397045333e-122,0.023,0.112
"Lyve1",-1.6281786262692,9.07833842478394e-126,1.84952988728123e-121,0.081,0.202
"Cyp1b1",2.54182989220868,2.02172790863681e-125,4.11886626826577e-121,0.116,0.027
"Acer2",2.06673797020529,4.19630680935232e-125,8.54913586269348e-121,0.155,0.051
"Ramp2",1.15780886955296,5.18674124178959e-125,1.05669479318979e-120,0.485,0.336
"Rnaset2b",-1.02235271495743,3.02761868245871e-124,6.16816754177312e-120,0.225,0.368
"Fcgr4",2.03994328573393,5.11173533163292e-124,1.04141383911357e-119,0.192,0.077
"Lacc1",-1.49607591026334,1.08994401368281e-123,2.22054293907598e-119,0.114,0.243
"Col15a1",-2.49835410639097,8.29879316292656e-123,1.69071313108303e-118,0.15,0.27
"Aif1",-1.00519839246007,3.16191948496134e-122,6.44177856671175e-118,0.218,0.368
"Cd86",-1.07139171791214,9.18396627319331e-122,1.87104944883767e-117,0.171,0.313
"Apod",3.57410147055517,7.01305583577939e-119,1.42876986542333e-114,0.138,0.042
"Ttc39c",2.90447670067839,1.02088332896619e-118,2.07984560610281e-114,0.105,0.023
"Csf1",1.36750339159566,2.83306737767226e-117,5.7718081685317e-113,0.285,0.151
"Marcksl1",-1.094224462502,2.24948925490591e-116,4.58288445901981e-112,0.297,0.432
"Gbp2",1.4394752417301,4.08294045913511e-116,8.31817459739595e-112,0.287,0.155
"Mmp14",1.14065799292304,6.05516330636361e-114,1.23361842040546e-109,0.27,0.137
"Cbr2",-1.28615360427693,1.48997232251654e-113,3.03552061266294e-109,0.155,0.286
"Itga4",-1.87340171653298,1.87539705069103e-113,3.82074641137283e-109,0.04,0.136
"Gpr183",-1.96824222955931,1.96371416406935e-113,4.0006748664585e-109,0.06,0.165
"C7",2.07202309804137,1.66210576786675e-112,3.38620808087492e-108,0.14,0.045
"Adgrg1",1.54540468403368,1.80529830036554e-112,3.67793422733472e-108,0.234,0.115
"Selplg",-1.52886973141706,2.02321928002176e-112,4.12190463918833e-108,0.113,0.234
"Tnfaip8l2",-1.66414600773359,8.46497425573679e-112,1.72456920512126e-107,0.096,0.211
"Batf3",-1.99592022068962,3.96471090761944e-110,8.07730553209308e-106,0.039,0.131
"Pnpla2",1.2601330685906,9.0484635697631e-110,1.84344348306784e-105,0.339,0.206
"Cd53",-1.04767586363285,1.46726452870362e-109,2.98925802432789e-105,0.204,0.343
"Plin2",1.09536921216891,2.36451388852591e-109,4.81722414509384e-105,0.511,0.387
"Hrct1",1.69100971553322,3.13891203774328e-109,6.39490549449439e-105,0.184,0.076
"Bcl2a1b",-1.49519995153942,4.18149830268076e-109,8.51896649205152e-105,0.165,0.293
"Sema4a",-2.22584001916987,5.70686326838886e-109,1.16265925366886e-104,0.05,0.147
"Fgd2",-2.13402861230939,1.63326302421223e-107,3.32744675922758e-103,0.046,0.14
"Wars",1.56968238319913,6.02246565636988e-107,1.22695692817224e-102,0.261,0.14
"Mpeg1",-1.56976753259869,3.37422218924131e-106,6.87430286614133e-102,0.108,0.222
"Phyhd1",1.43177023047222,1.32912103070858e-105,2.70781827586259e-101,0.134,0.043
"Upp1",2.2128098884138,1.97876369832696e-105,4.03133528260151e-101,0.118,0.034
"Cxcl10",-1.33444522288062,3.69483766693591e-105,7.52749277884853e-101,0.203,0.331
